Date,State,Region_Index,ANC_Registered,Adult_Death_TB,Adult_Suicide,C_Section,Child_Diarrhoea,Child_Malaria,Child_TB,Condoms_Distributed,Early_Breastfeeding,Immunization_MR,Infant_Death_Sepsis,Institutional_Delivery,Low_Birth_Weight,Maternal_Death_Bleeding,PW_Hypertension,Severe_Anaemia_Treated
30-03-2019,Dadra & Nagar Haveli,0,17,0,0,6,8,0,0,908,22,15,0,23,8,0,1,1
30-03-2019,Dadra & Nagar Haveli,1,5,0,0,2,0,0,0,1257,2,7,0,3,0,0,0,0
30-03-2019,Daman & Diu,0,12,0,0,3,3,0,0,303,9,9,0,10,2,0,0,0
30-03-2019,Daman & Diu,1,5,0,0,1,0,0,0,75,1,4,0,2,0,0,0,0
30-03-2019,Delhi,0,740,1,2,174,192,2,3,2338,465,100,2,630,132,0,48,30
30-03-2019,Delhi,1,1134,0,0,53,318,3,0,11935,117,711,0,141,22,0,11,8
30-03-2019,Goa,0,63,0,0,13,10,0,0,1029,30,44,0,38,8,0,3,1
30-03-2019,Goa,1,14,0,0,8,0,0,0,50,9,12,0,14,1,0,0,0
30-03-2019,Gujarat,0,2417,4,5,216,733,12,3,49014,1596,2070,5,1732,259,0,43,172
30-03-2019,Gujarat,1,1122,0,0,324,66,4,1,20897,1256,1018,0,1418,121,0,9,18
30-03-2019,Haryana,0,1171,3,4,98,74,0,1,34311,729,1026,2,713,126,0,25,66
30-03-2019,Haryana,1,405,0,0,158,25,0,0,9797,534,440,0,574,39,0,2,6
30-03-2019,Himachal Pradesh,0,286,1,1,56,44,0,0,10582,215,273,0,228,32,0,6,2
30-03-2019,Himachal Pradesh,1,1,0,0,0,0,0,0,59,0,2,0,0,0,0,0,0
30-03-2019,Jammu & Kashmir,0,771,0,0,174,138,0,0,7490,446,545,2,436,26,0,24,86
30-03-2019,Jammu & Kashmir,1,167,0,0,39,5,0,0,503,45,57,0,46,3,0,4,1
30-03-2019,Jharkhand,0,2384,0,1,139,67,16,1,23140,1819,1943,1,1898,128,0,29,28
30-03-2019,Jharkhand,1,189,0,0,21,3,1,0,544,79,161,0,80,6,0,2,1
30-03-2019,Karnataka,0,2234,4,14,381,513,3,4,35260,1300,2152,3,1390,189,0,85,65
30-03-2019,Karnataka,1,735,0,1,392,105,2,1,8258,919,712,0,1014,66,0,37,18
30-03-2019,Kerala,0,1238,0,1,422,168,0,0,4288,1013,1127,0,1074,116,0,42,5
30-03-2019,Kerala,1,185,0,0,97,25,0,0,820,181,124,0,211,19,0,6,1
30-03-2019,Lakshadweep,0,3,0,0,1,4,0,0,77,2,3,0,2,0,0,0,0
30-03-2019,Madhya Pradesh,0,4445,5,12,194,651,17,7,56237,2754,4112,5,2825,445,1,88,126
30-03-2019,Madhya Pradesh,1,852,0,0,188,75,21,1,9884,754,675,0,869,110,0,29,42
30-03-2019,Maharashtra,0,3606,6,17,967,151,3,4,28662,3926,3372,4,4075,483,0,78,169
30-03-2019,Maharashtra,1,1927,1,0,190,105,2,1,18057,704,1838,0,732,103,0,29,52
30-03-2019,Manipur,0,144,0,0,20,29,0,0,356,81,100,0,73,4,0,1,0
30-03-2019,Manipur,1,9,0,0,8,1,0,0,18,13,8,0,13,1,0,0,0
30-03-2019,Meghalaya,0,379,1,0,22,178,1,1,762,220,166,0,140,18,0,11,9
30-03-2019,Meghalaya,1,11,0,0,0,7,0,0,58,0,10,0,0,0,0,0,0
30-03-2019,Mizoram,0,43,0,0,7,26,2,0,249,47,31,0,42,2,0,1,0
30-03-2019,Mizoram,1,19,0,0,3,2,0,0,111,7,15,0,8,0,0,0,0
30-03-2019,Nagaland,0,77,0,0,4,10,0,0,176,41,39,0,38,2,0,1,0
30-03-2019,Nagaland,1,25,0,0,4,2,0,0,114,5,7,0,8,1,0,0,0
30-03-2019,Odisha,0,1738,3,3,365,458,39,1,24016,1578,1702,3,1632,296,0,28,34
30-03-2019,Odisha,1,140,0,0,9,12,0,0,1322,29,133,0,29,5,0,2,2
30-03-2019,Puducherry,0,72,0,0,15,21,0,0,1141,34,15,0,36,5,0,2,0
30-03-2019,Puducherry,1,197,0,0,23,7,0,0,1700,53,26,0,77,12,0,5,4
30-03-2019,Punjab,0,912,3,4,254,78,0,0,47047,603,767,0,705,62,0,18,19
30-03-2019,Punjab,1,305,0,0,137,40,0,0,13347,233,272,0,306,13,0,5,4
30-03-2019,Rajasthan,0,3455,3,5,119,783,16,4,89951,2097,1982,3,2288,313,0,34,78
30-03-2019,Rajasthan,1,1169,4,1,342,105,2,2,9246,1071,374,5,1360,214,0,44,54
30-03-2019,Sikkim,0,22,0,0,4,9,0,0,681,10,15,0,13,1,0,1,0
30-03-2019,Sikkim,1,3,0,0,4,0,0,0,68,3,3,0,7,1,0,0,0
30-03-2019,Tamil Nadu,0,2023,4,19,383,1594,2,0,11170,943,1783,2,1092,166,0,80,49
30-03-2019,Tamil Nadu,1,851,0,1,762,119,0,0,4819,1043,718,0,1519,168,0,30,21
30-03-2019,Telangana,0,1292,2,8,458,76,1,1,9665,865,1132,0,930,67,0,33,43
30-03-2019,Telangana,1,792,0,0,367,53,2,0,1699,461,563,0,731,43,0,22,15
30-03-2019,Tripura,0,163,0,1,23,30,3,0,393,104,116,0,117,14,0,3,2
30-03-2019,Tripura,1,12,0,0,11,1,0,0,57,17,9,0,18,2,0,0,0
30-03-2019,Uttar Pradesh,0,15547,2,2,498,1107,29,17,91069,9259,12165,2,8405,1061,3,259,317
30-03-2019,Uttar Pradesh,1,1874,0,0,323,179,6,1,18526,1046,1895,0,1491,53,0,15,17
30-03-2019,Uttarakhand,0,471,0,0,37,32,1,0,5845,229,404,0,232,21,0,7,3
30-03-2019,Uttarakhand,1,93,0,0,16,15,0,0,918,126,71,0,135,9,0,1,5
30-03-2019,West Bengal,0,3789,4,14,436,662,1,4,71729,1841,3513,6,2030,448,0,124,12
30-03-2019,West Bengal,1,500,0,1,726,149,17,0,6828,899,417,1,1415,220,0,46,15
31-03-2019,A & N Islands,0,10,0,0,3,4,0,0,361,8,9,0,10,1,0,1,0
31-03-2019,A & N Islands,1,3,0,0,0,0,0,0,36,0,2,0,0,0,0,0,0
31-03-2019,Andhra Pradesh,0,1728,6,7,226,101,2,2,60351,687,1679,3,678,67,0,28,19
31-03-2019,Andhra Pradesh,1,457,0,0,478,36,0,0,3307,1189,538,0,1263,29,0,11,8
31-03-2019,Arunachal Pradesh,0,75,0,0,9,20,1,0,233,48,50,0,50,3,0,2,1
31-03-2019,Arunachal Pradesh,1,3,0,0,0,1,0,0,2,0,3,0,0,0,0,0,0
31-03-2019,Assam,0,1738,1,3,243,267,3,1,14100,1436,1564,3,1332,202,0,54,28
31-03-2019,Assam,1,115,0,0,116,11,0,0,456,126,102,0,148,17,0,3,1
31-03-2019,Bihar,0,8488,0,0,133,177,2,3,26920,5044,6527,1,4930,496,0,77,61
31-03-2019,Bihar,1,1048,0,0,3,21,0,1,2995,372,922,0,295,30,0,7,7
31-03-2019,Chandigarh,0,46,1,0,22,13,0,0,175,48,3,0,55,15,0,4,0
31-03-2019,Chandigarh,1,49,0,0,3,15,0,0,3636,18,39,0,19,3,0,1,1
31-03-2019,Chhattisgarh,0,1515,1,6,108,295,45,2,12437,1019,1310,1,1128,134,0,32,36
31-03-2019,Chhattisgarh,1,265,0,0,89,30,0,0,917,188,255,0,191,14,0,5,4
31-03-2019,Dadra & Nagar Haveli,0,16,0,0,7,8,0,0,905,22,14,0,22,8,0,1,1
31-03-2019,Dadra & Nagar Haveli,1,5,0,0,2,0,0,0,1229,2,7,0,3,0,0,0,0
31-03-2019,Daman & Diu,0,12,0,0,3,3,0,0,294,8,9,0,10,2,0,0,0
31-03-2019,Daman & Diu,1,6,0,0,1,0,0,0,71,1,4,0,2,0,0,0,0
31-03-2019,Delhi,0,792,1,2,187,192,2,3,2438,432,94,2,584,139,0,45,30
31-03-2019,Delhi,1,1118,0,0,58,321,2,0,12303,113,715,0,142,24,0,11,8
31-03-2019,Goa,0,60,0,0,12,10,0,0,1016,29,42,0,36,8,0,3,1
31-03-2019,Goa,1,14,0,0,9,0,0,0,48,9,13,0,14,1,0,0,0
31-03-2019,Gujarat,0,2379,4,5,227,738,12,3,48420,1502,2030,5,1709,264,0,46,169
31-03-2019,Gujarat,1,1062,0,0,332,65,4,1,21379,1247,995,0,1441,116,0,10,18
31-03-2019,Haryana,0,1191,4,5,95,70,0,1,35718,694,1006,2,708,119,0,26,67
31-03-2019,Haryana,1,371,0,0,153,26,0,0,9819,560,437,0,580,39,0,2,6
31-03-2019,Himachal Pradesh,0,297,1,1,52,42,0,0,9876,224,263,0,211,31,0,6,2
31-03-2019,Himachal Pradesh,1,2,0,0,0,0,0,0,55,0,2,0,0,0,0,0,0
31-03-2019,Jammu & Kashmir,0,819,0,0,183,144,0,0,7065,418,572,2,429,25,0,23,91
31-03-2019,Jammu & Kashmir,1,158,0,0,40,4,0,0,501,42,56,0,46,3,0,4,1
31-03-2019,Jharkhand,0,2419,0,1,133,66,16,1,23452,1713,1877,1,1804,124,0,28,28
31-03-2019,Jharkhand,1,183,0,0,21,3,1,0,522,87,149,0,83,6,0,2,1
31-03-2019,Karnataka,0,2248,4,15,391,532,3,4,34073,1280,2032,3,1397,194,0,93,71
31-03-2019,Karnataka,1,760,0,1,397,101,2,1,8493,912,699,0,1002,66,0,37,17
31-03-2019,Kerala,0,1185,0,1,413,168,0,0,4395,948,1147,0,1018,121,0,39,5
31-03-2019,Kerala,1,188,0,0,96,24,0,0,785,192,119,0,200,19,0,7,1
31-03-2019,Lakshadweep,0,3,0,0,1,4,0,0,83,2,3,0,2,0,0,0,0
31-03-2019,Madhya Pradesh,0,4147,5,12,201,611,16,8,53750,2768,4047,5,2717,460,1,86,120
31-03-2019,Madhya Pradesh,1,893,0,0,191,72,21,1,9133,745,647,0,867,116,0,29,43
31-03-2019,Maharashtra,0,3475,6,16,985,149,3,4,28005,3837,3154,4,3939,489,0,78,168
31-03-2019,Maharashtra,1,1975,1,0,176,107,2,1,18639,692,1921,0,744,107,0,29,49
31-03-2019,Manipur,0,139,0,0,21,29,0,0,383,79,93,0,73,3,0,1,0
31-03-2019,Manipur,1,9,0,0,9,1,0,0,19,13,8,0,13,1,0,0,0
31-03-2019,Meghalaya,0,376,1,0,22,171,1,1,811,209,174,0,139,19,0,11,9
31-03-2019,Meghalaya,1,11,0,0,0,7,0,0,58,0,10,0,0,0,0,0,0
31-03-2019,Mizoram,0,43,0,0,7,28,2,0,260,44,31,0,43,2,0,2,0
31-03-2019,Mizoram,1,19,0,0,3,2,0,0,117,7,15,0,8,0,0,0,0
31-03-2019,Nagaland,0,80,0,0,5,11,0,0,177,41,42,0,39,2,0,1,0
31-03-2019,Nagaland,1,25,0,0,4,2,0,0,116,5,7,0,8,1,0,0,0
31-03-2019,Odisha,0,1763,3,3,385,467,40,1,24017,1557,1734,3,1585,322,0,29,32
31-03-2019,Odisha,1,138,0,0,8,13,0,0,1320,29,139,0,29,5,0,2,2
31-03-2019,Puducherry,0,72,0,0,15,21,0,0,1125,33,15,0,35,5,0,2,0
31-03-2019,Puducherry,1,193,0,0,22,7,0,0,1708,52,25,0,76,12,0,5,4
31-03-2019,Punjab,0,849,3,4,244,84,0,1,49106,580,773,0,698,64,0,18,20
31-03-2019,Punjab,1,289,0,0,147,39,0,0,13267,248,283,0,302,12,0,5,4
31-03-2019,Rajasthan,0,3434,4,5,111,769,16,4,86767,2205,2003,3,2181,294,0,32,74
31-03-2019,Rajasthan,1,1145,4,1,346,99,2,2,9430,1084,387,5,1423,205,0,41,52
31-03-2019,Sikkim,0,22,0,0,4,9,0,0,675,9,14,0,13,1,0,1,0
31-03-2019,Sikkim,1,3,0,0,4,0,0,0,68,3,3,0,6,1,0,0,0
31-03-2019,Tamil Nadu,0,2068,4,19,373,1632,2,0,10655,885,1815,2,1075,153,0,80,48
31-03-2019,Tamil Nadu,1,802,0,1,720,110,0,0,4421,1009,744,0,1428,167,0,30,20
31-03-2019,Telangana,0,1237,2,8,454,78,1,1,10144,856,1126,0,962,69,0,33,41
31-03-2019,Telangana,1,799,0,0,354,54,2,0,1623,479,515,0,689,47,0,21,15
31-03-2019,Tripura,0,161,0,1,24,31,3,0,382,107,122,0,111,14,0,3,2
31-03-2019,Tripura,1,13,0,0,11,1,0,0,55,17,10,0,17,2,0,0,0
31-03-2019,Uttar Pradesh,0,15956,2,2,500,1180,30,18,95133,9111,12487,2,8601,1077,2,276,326
31-03-2019,Uttar Pradesh,1,1924,0,0,338,169,6,1,18578,1058,1872,0,1452,51,0,15,18
31-03-2019,Uttarakhand,0,486,0,0,40,32,1,0,5852,241,395,0,228,21,0,7,3
31-03-2019,Uttarakhand,1,94,0,0,17,14,0,0,883,127,66,0,143,9,0,1,5
31-03-2019,West Bengal,0,3946,4,14,438,663,1,4,67867,1843,3215,6,1984,457,0,118,12
31-03-2019,West Bengal,1,512,0,1,741,139,16,0,7330,916,428,1,1401,224,0,45,14
01-04-2019,A & N Islands,0,11,0,0,3,5,0,0,347,8,8,0,10,2,0,1,0
01-04-2019,A & N Islands,1,3,0,0,0,0,0,0,36,0,2,0,0,0,0,0,0
01-04-2019,Andhra Pradesh,0,1779,6,8,233,98,2,2,62996,705,1747,3,708,68,0,31,20
01-04-2019,Andhra Pradesh,1,483,0,0,492,38,0,0,3415,1312,589,0,1257,31,0,11,8
01-04-2019,Arunachal Pradesh,0,77,0,0,10,21,1,0,242,50,50,0,54,3,0,1,1
01-04-2019,Arunachal Pradesh,1,3,0,0,0,1,0,0,2,0,3,0,0,0,0,0,0
01-04-2019,Assam,0,1856,2,3,239,265,3,2,13441,1544,1607,3,1345,222,0,56,28
01-04-2019,Assam,1,108,0,0,116,12,0,0,467,140,113,0,153,18,0,3,1
01-04-2019,Bihar,0,8664,0,0,136,200,2,3,28973,4971,6829,1,4834,523,0,82,60
01-04-2019,Bihar,1,1047,0,0,3,22,0,1,3201,361,878,0,294,33,0,7,8
01-04-2019,Chandigarh,0,47,1,0,22,14,0,0,184,50,3,0,61,16,0,4,0
01-04-2019,Chandigarh,1,52,0,0,4,16,0,0,3758,17,42,0,19,2,0,1,1
01-04-2019,Chhattisgarh,0,1580,1,7,107,291,46,2,12503,1146,1350,1,1169,143,0,32,36
01-04-2019,Chhattisgarh,1,273,0,0,90,31,0,0,879,192,260,0,208,13,0,5,4
01-04-2019,Dadra & Nagar Haveli,0,16,0,0,7,8,0,0,925,23,16,0,24,9,0,1,1
01-04-2019,Dadra & Nagar Haveli,1,6,0,0,2,0,0,0,1256,2,7,0,3,0,0,0,0
01-04-2019,Daman & Diu,0,13,0,0,3,3,0,0,310,8,10,0,9,2,0,0,0
01-04-2019,Daman & Diu,1,5,0,0,1,0,0,0,78,1,4,0,2,0,0,0,0
01-04-2019,Delhi,0,773,1,2,189,195,2,3,2395,457,97,2,607,148,0,49,31
01-04-2019,Delhi,1,1152,0,0,58,335,3,0,11911,121,779,0,148,23,0,11,8
01-04-2019,Goa,0,64,0,0,14,10,0,0,1076,30,44,0,37,8,0,3,1
01-04-2019,Goa,1,14,0,0,8,0,0,0,48,9,13,0,13,1,0,0,0
01-04-2019,Gujarat,0,2453,4,6,219,738,11,3,49453,1545,2121,5,1799,263,0,45,167
01-04-2019,Gujarat,1,1149,0,0,346,69,4,1,20819,1277,1029,0,1491,119,0,10,19
01-04-2019,Haryana,0,1226,4,4,99,73,0,1,35836,774,1069,2,738,124,0,26,74
01-04-2019,Haryana,1,420,0,0,161,25,0,0,9723,532,436,0,611,42,0,3,6
01-04-2019,Himachal Pradesh,0,305,1,1,52,45,0,0,10726,228,264,0,222,35,0,6,2
01-04-2019,Himachal Pradesh,1,2,0,0,0,0,0,0,57,0,2,0,0,0,0,0,0
01-04-2019,Jammu & Kashmir,0,822,0,0,183,154,0,0,7614,462,559,2,482,25,0,24,96
01-04-2019,Jammu & Kashmir,1,173,0,0,38,5,0,0,550,47,61,0,48,3,0,4,1
01-04-2019,Jharkhand,0,2525,0,1,147,65,16,1,23858,1850,1939,1,1960,129,0,29,29
01-04-2019,Jharkhand,1,199,0,0,22,3,1,0,558,85,162,0,84,6,0,2,1
01-04-2019,Karnataka,0,2379,4,15,399,549,3,4,35476,1395,2186,3,1447,195,0,94,68
01-04-2019,Karnataka,1,731,0,1,430,110,2,1,8680,925,774,0,992,65,0,39,19
01-04-2019,Kerala,0,1267,0,1,413,175,0,0,4388,973,1159,0,1034,128,0,43,5
01-04-2019,Kerala,1,189,0,0,99,26,0,0,849,189,119,0,221,19,0,7,1
01-04-2019,Lakshadweep,0,3,0,0,1,4,0,0,83,2,3,0,2,0,0,0,0
01-04-2019,Madhya Pradesh,0,4544,5,13,199,655,18,8,58825,2721,4042,5,2801,452,1,96,125
01-04-2019,Madhya Pradesh,1,926,0,0,206,77,22,1,10365,778,654,0,878,116,0,30,45
01-04-2019,Maharashtra,0,3842,6,17,983,160,3,4,29425,4054,3333,4,4290,507,0,79,173
01-04-2019,Maharashtra,1,1990,1,0,182,109,2,1,18547,686,1892,0,781,109,0,29,54
01-04-2019,Manipur,0,138,0,0,22,30,0,0,386,83,99,0,79,4,0,1,0
01-04-2019,Manipur,1,9,0,0,9,1,0,0,20,13,8,0,14,1,0,0,0
01-04-2019,Meghalaya,0,359,1,0,24,180,1,1,791,225,172,0,154,20,0,11,9
01-04-2019,Meghalaya,1,12,0,0,0,7,0,0,65,0,11,0,0,0,0,0,0
01-04-2019,Mizoram,0,46,0,0,7,27,2,0,259,49,33,0,45,2,0,2,0
01-04-2019,Mizoram,1,19,0,0,3,2,0,0,117,8,16,0,9,0,0,0,0
01-04-2019,Nagaland,0,81,0,0,5,11,0,0,187,40,40,0,40,2,0,1,0
01-04-2019,Nagaland,1,27,0,0,4,2,0,0,117,6,8,0,8,1,0,0,0
01-04-2019,Odisha,0,1774,3,3,386,489,42,1,24164,1708,1746,3,1759,316,0,27,33
01-04-2019,Odisha,1,148,0,0,8,12,0,0,1491,30,140,0,30,5,0,2,2
01-04-2019,Puducherry,0,74,0,0,16,20,0,0,1242,34,16,0,35,5,0,2,0
01-04-2019,Puducherry,1,198,0,0,23,8,0,0,1697,52,26,0,84,12,0,5,4
01-04-2019,Punjab,0,927,3,4,272,82,0,1,49407,577,810,0,700,69,0,18,21
01-04-2019,Punjab,1,314,0,0,144,40,0,0,12904,246,278,0,305,12,0,6,4
01-04-2019,Rajasthan,0,3710,4,5,122,847,16,4,94953,2215,1986,3,2202,303,0,35,81
01-04-2019,Rajasthan,1,1184,4,1,349,109,2,2,9137,1091,402,5,1459,223,0,46,51
01-04-2019,Sikkim,0,23,0,0,4,10,0,0,651,10,15,0,13,1,0,1,0
01-04-2019,Sikkim,1,3,0,0,4,0,0,0,72,3,3,0,7,1,0,0,0
01-04-2019,Tamil Nadu,0,2004,3,20,406,1736,2,0,11549,935,1878,2,1076,158,0,79,47
01-04-2019,Tamil Nadu,1,834,0,1,737,115,0,0,4853,1077,741,0,1508,170,0,32,20
01-04-2019,Telangana,0,1366,2,8,468,84,1,1,9891,875,1179,0,944,71,0,37,44
01-04-2019,Telangana,1,817,0,0,388,57,2,0,1706,477,586,0,738,44,0,23,16
01-04-2019,Tripura,0,172,0,1,25,31,3,0,408,108,120,0,112,15,0,3,2
01-04-2019,Tripura,1,13,0,0,12,1,0,0,58,19,10,0,18,2,0,0,0
01-04-2019,Uttar Pradesh,0,16761,2,2,536,1197,29,18,97448,9558,12961,2,8307,1186,3,282,334
01-04-2019,Uttar Pradesh,1,2082,0,0,322,174,7,1,18787,1089,1998,0,1428,54,0,14,18
01-04-2019,Uttarakhand,0,495,0,0,40,31,1,0,5772,247,439,0,235,20,0,7,3
01-04-2019,Uttarakhand,1,94,0,0,17,15,0,0,890,130,69,0,148,9,0,1,5
01-04-2019,West Bengal,0,4019,4,15,485,702,1,4,74870,1838,3611,6,2025,477,0,129,12
01-04-2019,West Bengal,1,480,0,1,762,140,17,0,7464,957,445,1,1361,232,0,49,15
02-04-2019,A & N Islands,0,10,0,0,3,5,0,0,382,8,8,0,10,2,0,1,0
02-04-2019,A & N Islands,1,3,0,0,0,1,0,0,36,0,2,0,0,0,0,0,0
02-04-2019,Andhra Pradesh,0,1744,6,8,234,104,2,2,62144,737,1676,3,727,70,0,31,19
02-04-2019,Andhra Pradesh,1,504,0,0,484,37,0,0,3667,1306,567,0,1343,32,0,11,9
02-04-2019,Arunachal Pradesh,0,81,0,0,10,22,1,0,246,50,51,0,52,3,0,2,1
02-04-2019,Arunachal Pradesh,1,3,0,0,0,1,0,0,2,0,3,0,0,0,0,0,0
02-04-2019,Assam,0,1825,2,3,253,274,3,2,13505,1482,1629,3,1423,209,0,57,27
02-04-2019,Assam,1,112,0,0,120,12,0,0,466,130,112,0,150,18,0,3,1
02-04-2019,Bihar,0,8663,0,0,129,196,2,3,28302,5290,6997,1,4751,552,0,79,62
02-04-2019,Bihar,1,1095,0,0,3,23,0,1,3147,357,899,0,289,32,0,7,8
02-04-2019,Chandigarh,0,44,1,0,24,14,0,0,174,49,3,0,58,15,0,4,0
02-04-2019,Chandigarh,1,51,0,0,3,15,0,0,3895,18,42,0,19,2,0,1,1
02-04-2019,Chhattisgarh,0,1584,1,7,107,294,45,2,12806,1067,1350,1,1140,134,0,33,37
02-04-2019,Chhattisgarh,1,288,0,0,89,31,0,0,905,196,254,0,210,14,0,6,4
02-04-2019,Dadra & Nagar Haveli,0,17,0,0,6,8,0,0,981,23,15,0,23,8,0,1,1
02-04-2019,Dadra & Nagar Haveli,1,5,0,0,2,0,0,0,1232,2,7,0,3,0,0,0,0
02-04-2019,Daman & Diu,0,12,0,0,3,3,0,0,320,8,9,0,10,2,0,0,0
02-04-2019,Daman & Diu,1,6,0,0,1,0,0,0,75,1,4,0,2,0,0,0,0
02-04-2019,Delhi,0,768,1,2,194,203,2,3,2601,479,99,2,624,139,0,48,33
02-04-2019,Delhi,1,1177,0,0,58,307,2,0,12979,120,760,0,136,24,0,11,8
02-04-2019,Goa,0,64,0,0,14,10,0,0,1022,30,45,0,38,8,0,3,1
02-04-2019,Goa,1,14,0,0,8,0,0,0,49,9,13,0,13,1,0,0,0
02-04-2019,Gujarat,0,2481,4,6,236,745,12,3,50060,1588,2198,5,1744,275,0,48,172
02-04-2019,Gujarat,1,1121,0,0,357,70,4,1,21903,1316,1078,0,1488,122,0,10,19
02-04-2019,Haryana,0,1168,4,5,98,76,0,1,35480,741,1093,2,739,125,0,26,69
02-04-2019,Haryana,1,413,0,0,158,26,0,0,9569,583,436,0,619,40,0,2,6
02-04-2019,Himachal Pradesh,0,318,1,1,53,43,0,0,10602,218,287,0,222,33,0,6,2
02-04-2019,Himachal Pradesh,1,1,0,0,0,0,0,0,62,0,2,0,0,0,0,0,0
02-04-2019,Jammu & Kashmir,0,813,0,0,176,145,0,0,7378,454,560,2,465,25,0,24,90
02-04-2019,Jammu & Kashmir,1,162,0,0,38,5,0,0,500,43,61,0,47,3,0,4,1
02-04-2019,Jharkhand,0,2540,0,1,140,65,17,1,24107,1823,2022,1,1919,134,0,30,30
02-04-2019,Jharkhand,1,194,0,0,21,3,1,0,576,82,156,0,90,6,0,2,1
02-04-2019,Karnataka,0,2520,4,15,386,528,4,4,37997,1296,2251,3,1480,188,0,90,67
02-04-2019,Karnataka,1,754,0,1,420,113,2,1,8876,933,753,0,1028,70,0,38,17
02-04-2019,Kerala,0,1262,0,1,414,183,0,0,4245,1027,1202,0,1091,123,0,41,5
02-04-2019,Kerala,1,198,0,0,95,25,0,0,862,183,124,0,202,21,0,7,1
02-04-2019,Lakshadweep,0,4,0,0,1,4,0,0,83,2,3,0,2,0,0,0,0
02-04-2019,Madhya Pradesh,0,4547,5,13,212,659,17,8,56874,2878,4137,6,2812,475,1,98,122
02-04-2019,Madhya Pradesh,1,850,0,0,192,80,22,1,9446,769,673,0,885,114,0,30,43
02-04-2019,Maharashtra,0,3576,6,17,1011,148,3,4,28022,3837,3292,4,4253,500,0,85,177
02-04-2019,Maharashtra,1,2051,2,0,180,111,2,1,18801,691,1840,0,772,108,0,30,52
02-04-2019,Manipur,0,139,0,0,22,31,0,0,369,81,104,0,78,4,0,1,0
02-04-2019,Manipur,1,9,0,0,9,1,0,0,20,13,8,0,14,1,0,0,0
02-04-2019,Meghalaya,0,370,1,0,24,192,1,1,835,223,184,0,143,18,0,11,9
02-04-2019,Meghalaya,1,12,0,0,0,7,0,0,65,0,11,0,0,0,0,0,0
02-04-2019,Mizoram,0,46,0,0,7,28,2,0,271,45,33,0,41,2,0,2,0
02-04-2019,Mizoram,1,20,0,0,3,2,0,0,120,8,16,0,8,0,0,0,0
02-04-2019,Nagaland,0,82,0,0,5,11,0,0,194,42,43,0,37,2,0,1,0
02-04-2019,Nagaland,1,26,0,0,4,2,0,0,118,6,7,0,9,1,0,0,0
02-04-2019,Odisha,0,1925,3,3,378,489,40,1,23455,1656,1790,3,1739,313,0,29,32
02-04-2019,Odisha,1,155,0,0,9,12,0,0,1475,29,139,0,30,5,0,2,2
02-04-2019,Puducherry,0,75,0,0,16,21,0,0,1185,35,16,0,35,5,0,2,0
02-04-2019,Puducherry,1,210,0,0,22,8,0,0,1725,52,25,0,84,12,0,5,5
02-04-2019,Punjab,0,880,3,4,263,83,0,0,47911,580,792,0,761,64,0,18,19
02-04-2019,Punjab,1,318,0,0,154,41,0,0,13755,242,279,0,324,13,0,5,4
02-04-2019,Rajasthan,0,3716,4,5,121,790,16,4,91926,2223,1934,3,2362,323,0,35,83
02-04-2019,Rajasthan,1,1119,4,1,354,107,2,2,9063,1136,377,5,1437,213,0,43,53
02-04-2019,Sikkim,0,21,0,0,4,10,0,0,657,10,15,0,13,1,0,1,0
02-04-2019,Sikkim,1,3,0,0,4,0,0,0,67,3,3,0,7,1,0,0,0
02-04-2019,Tamil Nadu,0,2029,4,19,404,1704,2,0,10886,938,1973,2,1065,158,0,84,48
02-04-2019,Tamil Nadu,1,852,0,1,760,119,0,0,4620,1069,759,0,1553,178,0,33,20
02-04-2019,Telangana,0,1383,2,8,473,84,1,1,10090,900,1213,0,974,71,0,35,42
02-04-2019,Telangana,1,752,0,0,402,56,2,0,1715,493,551,0,735,48,0,22,16
02-04-2019,Tripura,0,170,0,1,24,30,3,0,422,116,130,0,120,14,0,3,2
02-04-2019,Tripura,1,14,0,0,12,1,0,0,59,19,10,0,18,2,0,0,0
02-04-2019,Uttar Pradesh,0,16624,2,2,508,1212,32,18,97082,9380,12420,2,8589,1180,3,276,315
02-04-2019,Uttar Pradesh,1,2066,0,0,331,185,7,1,19253,1061,2002,0,1518,59,0,14,18
02-04-2019,Uttarakhand,0,519,0,0,39,34,1,0,5832,237,407,0,236,21,0,7,3
02-04-2019,Uttarakhand,1,96,0,0,17,15,0,0,962,134,73,0,137,9,0,1,5
02-04-2019,West Bengal,0,4023,4,14,490,684,1,4,71698,1971,3399,6,2156,473,0,121,13
02-04-2019,West Bengal,1,525,0,2,794,149,17,0,7652,877,451,1,1375,229,0,47,15
03-04-2019,A & N Islands,0,10,0,0,3,5,0,0,361,8,9,0,10,2,0,1,0
03-04-2019,A & N Islands,1,3,0,0,0,0,0,0,35,0,2,0,0,0,0,0,0
03-04-2019,Andhra Pradesh,0,1763,6,8,237,103,2,2,58569,735,1777,3,723,68,0,30,20
03-04-2019,Andhra Pradesh,1,484,0,0,497,36,0,0,3497,1280,548,0,1363,32,0,11,8
03-04-2019,Arunachal Pradesh,0,84,0,0,11,20,1,0,255,50,51,0,54,3,0,1,1
03-04-2019,Arunachal Pradesh,1,3,0,0,0,1,0,0,2,0,3,0,0,0,0,0,0
03-04-2019,Assam,0,1845,1,3,252,265,3,1,14009,1478,1513,3,1439,208,0,55,26
